"","TypeTokenRatio","avgWordFreq","hapaxPercent"
"1",10.3515680330888,9.66037219485495,50.9852216748768
"2",6.59968569794126,15.1522367241208,38.5971903955365
"3",10.1212966730609,9.88015698286589,46.204652053221
"4",8.38445599028244,11.926832237643,44.2902361821281
"5",6.56750072737853,15.2264924133348,42.3745708273341
"6",14.9436352908295,6.69181213632585,52.5353283458022
"7",7.55371143943854,13.2385253000124,44.2286279846592
"8",5.98318965159599,16.7134932741645,43.5168492580779
"9",5.98318965159599,16.7134932741645,43.5168492580779
"10",8.4616681062633,11.818000746919,44.043321299639
